Wall time,Step,Value
1680944884.497765,1033,1.0000000116860974e-07
1680945131.776838,1034,1.0000000116860974e-07
1680945626.22629,1036,1.0000000116860974e-07
1680945873.4429827,1037,1.0000000116860974e-07
1680946120.728802,1038,1.0000000116860974e-07
1680946368.00036,1039,1.0000000116860974e-07
1680946615.2537062,1040,1.0000000116860974e-07
1680947357.2429118,1043,1.0000000116860974e-07
1680947604.4428587,1044,1.0000000116860974e-07
1680947851.7456446,1045,1.0000000116860974e-07
1680949088.0399158,1050,1.0000000116860974e-07
1680949336.2022371,1051,1.0000000116860974e-07
1680949583.5119393,1052,1.0000000116860974e-07
1680949830.8919103,1053,1.0000000116860974e-07
1680950325.4186625,1055,1.0000000116860974e-07
1680950572.6306515,1056,1.0000000116860974e-07
1680950820.017233,1057,1.0000000116860974e-07
1680951067.2007306,1058,1.0000000116860974e-07
1680951314.5938778,1059,1.0000000116860974e-07
1680952551.0492575,1064,1.0000000116860974e-07
1680952798.4512231,1065,1.0000000116860974e-07
1680953045.7306561,1066,1.0000000116860974e-07
1680953293.238675,1067,1.0000000116860974e-07
1680953540.776511,1068,1.0000000116860974e-07
1680953788.3650486,1069,1.0000000116860974e-07
1680954778.6377187,1073,1.0000000116860974e-07
1680955026.3098416,1074,1.0000000116860974e-07
1680955273.871242,1075,1.0000000116860974e-07
1680955521.3886676,1076,1.0000000116860974e-07
1680955769.1986718,1077,1.0000000116860974e-07
1680956016.8162088,1078,1.0000000116860974e-07
1680956264.4388373,1079,1.0000000116860974e-07
1680956759.6243913,1081,1.0000000116860974e-07
1680957007.266647,1082,1.0000000116860974e-07
1680957254.7584896,1083,1.0000000116860974e-07
1680957502.2582467,1084,1.0000000116860974e-07
1680957749.8519244,1085,1.0000000116860974e-07
1680957997.4035354,1086,1.0000000116860974e-07
1680958245.2397952,1087,1.0000000116860974e-07
1680959235.5462267,1091,1.0000000116860974e-07
1680959730.7965708,1093,1.0000000116860974e-07
1680959978.391123,1094,1.0000000116860974e-07
1680960721.063798,1097,1.0000000116860974e-07
1680961216.2768333,1099,1.0000000116860974e-07
1680961463.830886,1100,1.0000000116860974e-07
1680961960.0481412,1102,1.0000000116860974e-07
1680962455.217903,1104,1.0000000116860974e-07
1680962702.77462,1105,1.0000000116860974e-07
1680962950.5699167,1106,1.0000000116860974e-07
1680963445.7571676,1108,1.0000000116860974e-07
1680964188.7986693,1111,1.0000000116860974e-07
1680964436.5003328,1112,1.0000000116860974e-07
1680965179.5011492,1115,1.0000000116860974e-07
1680965674.970613,1117,1.0000000116860974e-07
1680966418.0092556,1120,1.0000000116860974e-07
1680967161.0402746,1123,1.0000000116860974e-07
1680967408.5918312,1124,1.0000000116860974e-07
1680967656.3458736,1125,1.0000000116860974e-07
1680967903.9866488,1126,1.0000000116860974e-07
1680968151.642007,1127,1.0000000116860974e-07
1680968399.2858813,1128,1.0000000116860974e-07
1680968646.9746408,1129,1.0000000116860974e-07
1680968894.684964,1130,1.0000000116860974e-07
1680969142.245212,1131,1.0000000116860974e-07
1680969389.7179418,1132,1.0000000116860974e-07
1680969885.04715,1134,1.0000000116860974e-07
1680970132.6430342,1135,1.0000000116860974e-07
1680970380.236982,1136,1.0000000116860974e-07
1680971123.1973603,1139,1.0000000116860974e-07
1680971370.7096808,1140,1.0000000116860974e-07
1680971867.5031357,1142,1.0000000116860974e-07
1680972115.0861723,1143,1.0000000116860974e-07
1680972610.4963205,1145,1.0000000116860974e-07
1680973849.3129873,1150,1.0000000116860974e-07
1680974097.8136811,1151,1.0000000116860974e-07
1680974345.455403,1152,1.0000000116860974e-07
1680974593.0442324,1153,1.0000000116860974e-07
1680974841.0521142,1154,1.0000000116860974e-07
1680975336.3071508,1156,1.0000000116860974e-07
1680975583.888655,1157,1.0000000116860974e-07
1680975831.6815708,1158,1.0000000116860974e-07
1680976079.26257,1159,1.0000000116860974e-07
1680976574.475123,1161,1.0000000116860974e-07
1680976822.184355,1162,1.0000000116860974e-07
1680977069.90391,1163,1.0000000116860974e-07
1680977565.2110927,1165,1.0000000116860974e-07
1680977812.8975809,1166,1.0000000116860974e-07
1680978060.5661879,1167,1.0000000116860974e-07
1680978308.2682774,1168,1.0000000116860974e-07
1680980785.2185488,1178,1.0000000116860974e-07
1680981528.3017511,1181,1.0000000116860974e-07
1680981775.9328508,1182,1.0000000116860974e-07
1680982023.5461798,1183,1.0000000116860974e-07
1680982271.161081,1184,1.0000000116860974e-07
1680982766.5436873,1186,1.0000000116860974e-07
1680983014.1770024,1187,1.0000000116860974e-07
1680983261.8033683,1188,1.0000000116860974e-07
1680983757.0464647,1190,1.0000000116860974e-07
1680984500.0834472,1193,1.0000000116860974e-07
1680984747.6669896,1194,1.0000000116860974e-07
1680984995.3155682,1195,1.0000000116860974e-07
1680985243.0974078,1196,1.0000000116860974e-07
1680985491.1087186,1197,1.0000000116860974e-07
1680985738.7713118,1198,1.0000000116860974e-07
1680985986.4469445,1199,1.0000000116860974e-07
1680986233.9765432,1200,1.0000000116860974e-07
1680986730.315809,1202,1.0000000116860974e-07
1680987225.6468143,1204,1.0000000116860974e-07
1680987473.283087,1205,1.0000000116860974e-07
1680987968.7804337,1207,1.0000000116860974e-07
1680988464.1937647,1209,1.0000000116860974e-07
1680988959.683326,1211,1.0000000116860974e-07
1680989207.252096,1212,1.0000000116860974e-07
1680989454.9202342,1213,1.0000000116860974e-07
1680989702.6114156,1214,1.0000000116860974e-07
1680989950.3917012,1215,1.0000000116860974e-07
1680990198.19906,1216,1.0000000116860974e-07
1680991188.952542,1220,1.0000000116860974e-07
1680992427.6024919,1225,1.0000000116860974e-07
1680992675.2782178,1226,1.0000000116860974e-07
1680993170.6746826,1228,1.0000000116860974e-07
1680993418.3314803,1229,1.0000000116860974e-07
1680993666.0014906,1230,1.0000000116860974e-07
1680994409.1078432,1233,1.0000000116860974e-07
1680994656.772347,1234,1.0000000116860974e-07
1680994904.470343,1235,1.0000000116860974e-07
1680995151.9837806,1236,1.0000000116860974e-07
1680995399.6863024,1237,1.0000000116860974e-07
1680995647.3411615,1238,1.0000000116860974e-07
1680995895.1697636,1239,1.0000000116860974e-07
1680996142.8423624,1240,1.0000000116860974e-07
1680996887.1480293,1243,1.0000000116860974e-07
1680997134.844313,1244,1.0000000116860974e-07
1680997382.3222835,1245,1.0000000116860974e-07
1680997877.76319,1247,1.0000000116860974e-07
1680998125.4401743,1248,1.0000000116860974e-07
1680998620.967551,1250,1.0000000116860974e-07
1680998869.4265664,1251,1.0000000116860974e-07
1680999612.6100352,1254,1.0000000116860974e-07
1680999860.18231,1255,1.0000000116860974e-07
1681000107.9999063,1256,1.0000000116860974e-07
1681000355.5831144,1257,1.0000000116860974e-07
1681000603.24096,1258,1.0000000116860974e-07
1681000850.9456637,1259,1.0000000116860974e-07
1681001098.6611543,1260,1.0000000116860974e-07
1681001594.0473642,1262,1.0000000116860974e-07
1681001841.779719,1263,1.0000000116860974e-07
1681002089.4466033,1264,1.0000000116860974e-07
1681002337.060814,1265,1.0000000116860974e-07
1681002584.748052,1266,1.0000000116860974e-07
1681002832.5815935,1267,1.0000000116860974e-07
1681003327.9915943,1269,1.0000000116860974e-07
1681004070.8560395,1272,1.0000000116860974e-07
1681004318.526723,1273,1.0000000116860974e-07
1681004813.9240248,1275,1.0000000116860974e-07
1681005804.5882304,1279,1.0000000116860974e-07
1681006052.37448,1280,1.0000000116860974e-07
1681006547.611862,1282,1.0000000116860974e-07
1681006795.3321748,1283,1.0000000116860974e-07
1681007538.659438,1286,1.0000000116860974e-07
1681008033.9593089,1288,1.0000000116860974e-07
1681008281.6266432,1289,1.0000000116860974e-07
1681008529.4836078,1290,1.0000000116860974e-07
1681009024.9488451,1292,1.0000000116860974e-07
1681009272.6523995,1293,1.0000000116860974e-07
1681009520.3471506,1294,1.0000000116860974e-07
1681009768.1604471,1295,1.0000000116860974e-07
1681010263.5154,1297,1.0000000116860974e-07
1681010511.2087047,1298,1.0000000116860974e-07
1681010758.9944816,1299,1.0000000116860974e-07
1681011006.7108538,1300,1.0000000116860974e-07
1681011255.5044775,1301,1.0000000116860974e-07
1681011751.321043,1303,1.0000000116860974e-07
1681012000.420554,1304,1.0000000116860974e-07
1681012248.0869799,1305,1.0000000116860974e-07
1681012743.53163,1307,1.0000000116860974e-07
1681012991.2455244,1308,1.0000000116860974e-07
1681013734.4931033,1311,1.0000000116860974e-07
1681014229.840332,1313,1.0000000116860974e-07
1681014477.7527556,1314,1.0000000116860974e-07
1681014973.2487223,1316,1.0000000116860974e-07
1681015220.953975,1317,1.0000000116860974e-07
1681015468.7480488,1318,1.0000000116860974e-07
1681015716.4969184,1319,1.0000000116860974e-07
1681015964.3091488,1320,1.0000000116860974e-07
1681016212.1103916,1321,1.0000000116860974e-07
1681016459.787233,1322,1.0000000116860974e-07
1681017203.0717196,1325,1.0000000116860974e-07
1681017450.880238,1326,1.0000000116860974e-07
1681017698.4476693,1327,1.0000000116860974e-07
1681017946.1851099,1328,1.0000000116860974e-07
1681018193.9468784,1329,1.0000000116860974e-07
1681018441.7885222,1330,1.0000000116860974e-07
1681018689.4597735,1331,1.0000000116860974e-07
1681019184.8838003,1333,1.0000000116860974e-07
1681019432.8039982,1334,1.0000000116860974e-07
1681019680.6179965,1335,1.0000000116860974e-07
1681019928.3354003,1336,1.0000000116860974e-07
1681020176.0884778,1337,1.0000000116860974e-07
1681020423.7974246,1338,1.0000000116860974e-07
1681021167.0284922,1341,1.0000000116860974e-07
1681021910.1848211,1344,1.0000000116860974e-07
1681022405.7407901,1346,1.0000000116860974e-07
1681022901.5383363,1348,1.0000000116860974e-07
1681023149.3383033,1349,1.0000000116860974e-07
1681023397.2205336,1350,1.0000000116860974e-07
1681023645.6697168,1351,1.0000000116860974e-07
1681023893.50182,1352,1.0000000116860974e-07
1681024884.6353452,1356,1.0000000116860974e-07
1681025875.6120372,1360,1.0000000116860974e-07
1681026371.06303,1362,1.0000000116860974e-07
1681026618.7586536,1363,1.0000000116860974e-07
1681026866.474407,1364,1.0000000116860974e-07
1681027361.8484397,1366,1.0000000116860974e-07
1681027609.656814,1367,1.0000000116860974e-07
1681027857.520132,1368,1.0000000116860974e-07
1681028600.9762235,1371,1.0000000116860974e-07
1681028848.7607007,1372,1.0000000116860974e-07
1681029344.7784727,1374,1.0000000116860974e-07
1681029592.5192719,1375,1.0000000116860974e-07
1681029840.1609726,1376,1.0000000116860974e-07
1681030335.6569338,1378,1.0000000116860974e-07
1681030583.4732711,1379,1.0000000116860974e-07
1681030831.1178617,1380,1.0000000116860974e-07
1681031326.5795755,1382,1.0000000116860974e-07
1681031574.4479342,1383,1.0000000116860974e-07
1681032070.22448,1385,1.0000000116860974e-07
1681032317.8940558,1386,1.0000000116860974e-07
1681032565.6205058,1387,1.0000000116860974e-07
1681032813.4098897,1388,1.0000000116860974e-07
1681033061.2260394,1389,1.0000000116860974e-07
1681033308.9661877,1390,1.0000000116860974e-07
1681033804.608424,1392,1.0000000116860974e-07
1681034052.3977196,1393,1.0000000116860974e-07
1681034795.7882795,1396,1.0000000116860974e-07
1681036035.508165,1401,1.0000000116860974e-07
1681037026.6750681,1405,1.0000000116860974e-07
1681039008.7107286,1413,1.0000000116860974e-07
1681039256.4194694,1414,1.0000000116860974e-07
1681039504.3805492,1415,1.0000000116860974e-07
1681039752.1850936,1416,1.0000000116860974e-07
1681039999.8826358,1417,1.0000000116860974e-07
1681040743.5009336,1420,1.0000000116860974e-07
1681040991.208162,1421,1.0000000116860974e-07
1681041486.7912629,1423,1.0000000116860974e-07
1681041734.4971845,1424,1.0000000116860974e-07
1681042230.4691281,1426,1.0000000116860974e-07
1681042478.2448735,1427,1.0000000116860974e-07
1681042725.9385173,1428,1.0000000116860974e-07
1681042973.8274436,1429,1.0000000116860974e-07
1681043469.4410956,1431,1.0000000116860974e-07
1681043717.1070554,1432,1.0000000116860974e-07
1681043964.8817675,1433,1.0000000116860974e-07
1681044212.7601163,1434,1.0000000116860974e-07
1681044460.703164,1435,1.0000000116860974e-07
1681044956.2620282,1437,1.0000000116860974e-07
1681045203.8892837,1438,1.0000000116860974e-07
1681045451.6249104,1439,1.0000000116860974e-07
1681045947.2871835,1441,1.0000000116860974e-07
1681046442.7562392,1443,1.0000000116860974e-07
1681046690.5207496,1444,1.0000000116860974e-07
1681047929.5904546,1449,1.0000000116860974e-07
1681048426.1136365,1451,1.0000000116860974e-07
1681049418.4953094,1455,1.0000000116860974e-07
1681049666.2217572,1456,1.0000000116860974e-07
1681049913.961517,1457,1.0000000116860974e-07
1681050905.3457358,1461,1.0000000116860974e-07
1681051400.7636795,1463,1.0000000116860974e-07
1681052143.8940687,1466,1.0000000116860974e-07
1681052391.6080563,1467,1.0000000116860974e-07
1681053135.027781,1470,1.0000000116860974e-07
1681053382.9372966,1471,1.0000000116860974e-07
1681054126.5083616,1474,1.0000000116860974e-07
1681054374.4442332,1475,1.0000000116860974e-07
1681055117.8982613,1478,1.0000000116860974e-07
1681055365.7670279,1479,1.0000000116860974e-07
1681055613.6306705,1480,1.0000000116860974e-07
1681055861.3833416,1481,1.0000000116860974e-07
1681056109.2361722,1482,1.0000000116860974e-07
1681056357.0109236,1483,1.0000000116860974e-07
1681056604.7576087,1484,1.0000000116860974e-07
1681057100.2477722,1486,1.0000000116860974e-07
1681057349.467496,1487,1.0000000116860974e-07
1681057597.2670772,1488,1.0000000116860974e-07
1681057844.937261,1489,1.0000000116860974e-07
1681058092.8100011,1490,1.0000000116860974e-07
1681058340.5750115,1491,1.0000000116860974e-07
1681058588.420921,1492,1.0000000116860974e-07
1681058836.2323048,1493,1.0000000116860974e-07
1681059084.0850272,1494,1.0000000116860974e-07
1681060075.2557788,1498,1.0000000116860974e-07
1681060819.5290504,1501,1.0000000116860974e-07
1681061067.2573428,1502,1.0000000116860974e-07
1681061315.1309104,1503,1.0000000116860974e-07
1681061562.9998925,1504,1.0000000116860974e-07
1681062058.3783004,1506,1.0000000116860974e-07
1681062306.3498929,1507,1.0000000116860974e-07
1681062554.129327,1508,1.0000000116860974e-07
1681062801.8695095,1509,1.0000000116860974e-07
1681063049.771799,1510,1.0000000116860974e-07
1681063297.5540607,1511,1.0000000116860974e-07
1681063545.436401,1512,1.0000000116860974e-07
1681063793.2400024,1513,1.0000000116860974e-07
1681064041.1158578,1514,1.0000000116860974e-07
1681064784.6166842,1517,1.0000000116860974e-07
1681065280.462923,1519,1.0000000116860974e-07
1681065528.2607799,1520,1.0000000116860974e-07
1681066519.7024736,1524,1.0000000116860974e-07
1681066767.5788152,1525,1.0000000116860974e-07
1681067015.3723516,1526,1.0000000116860974e-07
1681067511.1093688,1528,1.0000000116860974e-07
1681067758.9248395,1529,1.0000000116860974e-07
1681068502.8296096,1532,1.0000000116860974e-07
1681069246.2887425,1535,1.0000000116860974e-07
1681069741.7731733,1537,1.0000000116860974e-07
1681070733.1719072,1541,1.0000000116860974e-07
1681070980.983876,1542,1.0000000116860974e-07
1681071228.6518178,1543,1.0000000116860974e-07
1681071476.5350401,1544,1.0000000116860974e-07
1681072220.103072,1547,1.0000000116860974e-07
1681072715.65334,1549,1.0000000116860974e-07
1681072963.3878624,1550,1.0000000116860974e-07
1681073212.0219777,1551,1.0000000116860974e-07
1681073459.8712094,1552,1.0000000116860974e-07
1681073707.5776124,1553,1.0000000116860974e-07
1681074202.9871075,1555,1.0000000116860974e-07
1681074450.7370055,1556,1.0000000116860974e-07
1681075194.0920649,1559,1.0000000116860974e-07
1681075441.8457778,1560,1.0000000116860974e-07
1681075689.5104885,1561,1.0000000116860974e-07
1681075937.0054119,1562,1.0000000116860974e-07
1681076184.613108,1563,1.0000000116860974e-07
1681076432.231467,1564,1.0000000116860974e-07
1681077670.0650501,1569,1.0000000116860974e-07
1681077917.4898818,1570,1.0000000116860974e-07
1681078164.900994,1571,1.0000000116860974e-07
1681079401.718569,1576,1.0000000116860974e-07
1681079896.4314082,1578,1.0000000116860974e-07
1681080143.836711,1579,1.0000000116860974e-07
1681080391.3407836,1580,1.0000000116860974e-07
1681080638.667875,1581,1.0000000116860974e-07
1681081133.4718301,1583,1.0000000116860974e-07
1681081380.9408123,1584,1.0000000116860974e-07
1681081628.2605486,1585,1.0000000116860974e-07
1681081875.7360725,1586,1.0000000116860974e-07
1681082122.9650207,1587,1.0000000116860974e-07
1681082370.3158736,1588,1.0000000116860974e-07
1681082617.672171,1589,1.0000000116860974e-07
1681083112.5782151,1591,1.0000000116860974e-07
1681083607.3637626,1593,1.0000000116860974e-07
1681083854.707924,1594,1.0000000116860974e-07
1681084102.0348446,1595,1.0000000116860974e-07
1681084596.779133,1597,1.0000000116860974e-07
1681084844.1651511,1598,1.0000000116860974e-07
1681085338.8779974,1600,1.0000000116860974e-07
1681085834.4349358,1602,1.0000000116860974e-07
1681086081.8038461,1603,1.0000000116860974e-07
1681086329.0734484,1604,1.0000000116860974e-07
1681086576.482862,1605,1.0000000116860974e-07
1681086823.744677,1606,1.0000000116860974e-07
1681087071.0785823,1607,1.0000000116860974e-07
1681087566.0096507,1609,1.0000000116860974e-07
1681087813.3914864,1610,1.0000000116860974e-07
1681088060.718776,1611,1.0000000116860974e-07
1681088308.201095,1612,1.0000000116860974e-07
1681088555.6226623,1613,1.0000000116860974e-07
1681088802.9307346,1614,1.0000000116860974e-07
1681089050.4345338,1615,1.0000000116860974e-07
1681089297.9110584,1616,1.0000000116860974e-07
1681089792.814516,1618,1.0000000116860974e-07
1681090040.3052585,1619,1.0000000116860974e-07
1681090287.746745,1620,1.0000000116860974e-07
1681090535.0728176,1621,1.0000000116860974e-07
1681091525.1595716,1625,1.0000000116860974e-07
1681091773.2715042,1626,1.0000000116860974e-07
