Wall time,Step,Value
1680858209.947781,683,54.05515670776367
1680858457.8419638,684,54.80615997314453
1680858705.6622362,685,53.848228454589844
1680858953.3802335,686,55.941654205322266
1680859201.211273,687,53.88117599487305
1680859448.8684967,688,54.19904327392578
1680859696.8069837,689,54.20671844482422
1680859944.556247,690,53.79890060424805
1680860687.7517362,693,54.90304183959961
1680861187.3158507,695,54.84312057495117
1680861682.7853377,697,53.92287063598633
1680862426.1731474,700,53.55608367919922
1680862674.8309321,701,54.77394104003906
1680862922.665444,702,55.17768859863281
1680863170.5177925,703,54.74091339111328
1680863418.242086,704,54.70949935913086
1680863666.02553,705,52.978065490722656
1680863913.7070723,706,55.18006134033203
1680864161.368036,707,54.69830322265625
1680864657.0068605,709,54.413604736328125
1680864904.8287244,710,53.936866760253906
1680865152.5282316,711,53.812278747558594
1680866143.6601105,715,53.40109634399414
1680867134.958057,719,53.95869827270508
1680867382.7838264,720,54.381412506103516
1680867878.4136071,722,53.80455780029297
1680868126.1954145,723,54.893917083740234
1680868373.8411744,724,54.74650573730469
1680868621.5008388,725,54.557621002197266
1680868869.314872,726,54.349700927734375
1680869117.0392926,727,53.26626968383789
1680869860.1994476,730,54.65670394897461
1680870107.8508155,731,54.53855514526367
1680870355.7817469,732,53.87983703613281
1680871346.8241224,736,53.49856948852539
1680871594.6276743,737,54.65573501586914
1680872090.2230332,739,53.615562438964844
1680872338.0590804,740,55.1405143737793
1680872585.8065124,741,54.07459259033203
1680872833.4087327,742,54.11355972290039
1680873328.9414682,744,54.37274169921875
1680874072.270835,747,53.496559143066406
1680874320.1919158,748,53.8310661315918
1680874815.8127005,750,53.124053955078125
1680875064.5326135,751,53.935401916503906
1680875312.231624,752,53.58332061767578
1680875559.961521,753,53.82537078857422
1680875807.7958267,754,54.03765869140625
1680876055.6597,755,53.630828857421875
1680876551.2569463,757,54.37084197998047
1680877294.7090957,760,54.40215301513672
1680877542.2672307,761,54.13144302368164
1680878037.9373348,763,53.43004608154297
1680878533.4458497,765,53.907405853271484
1680878781.1527221,766,54.84605026245117
1680879028.9281497,767,53.93597412109375
1680879276.7278976,768,55.13254165649414
1680879772.2438517,770,55.679969787597656
1680880019.920481,771,54.086971282958984
1680880267.8191276,772,53.225460052490234
1680880515.505111,773,53.84687805175781
1680880763.3434362,774,54.69091033935547
1680881011.2718594,775,54.33595657348633
1680881258.9478843,776,54.36234664916992
1680881506.6151583,777,53.7777214050293
1680882250.1316123,780,53.756019592285156
1680882497.8827024,781,53.77975845336914
1680883489.095492,785,54.5870246887207
1680883736.8900695,786,55.08782196044922
1680884232.2736018,788,54.00630569458008
1680884727.740671,790,53.54472732543945
1680884975.4354813,791,54.61581039428711
1680885223.2918684,792,54.522579193115234
1680885471.0688093,793,53.64847946166992
1680885718.9737458,794,54.1939697265625
1680885966.70051,795,53.2958869934082
1680886214.4661167,796,53.98936080932617
1680886462.1837986,797,54.308250427246094
1680886959.199424,799,53.7678337097168
1680887206.9606047,800,54.059654235839844
1680887455.4595034,801,54.439395904541016
1680887950.9448242,803,53.87230682373047
1680888694.6327822,806,54.06723403930664
1680888942.3615997,807,53.5974235534668
1680889190.2235444,808,53.64366149902344
1680889437.9553046,809,53.99082946777344
1680889685.8365555,810,53.6580696105957
1680890181.3618321,812,54.164772033691406
1680890429.1945333,813,53.224952697753906
1680890676.799275,814,53.83882141113281
1680891172.3390613,816,54.28321075439453
1680891420.3966787,817,53.83474349975586
1680891915.7215939,819,54.11224365234375
1680892658.929505,822,53.27330780029297
1680893154.5149841,824,54.31479263305664
1680893402.435392,825,53.541053771972656
1680893650.1367178,826,53.86986541748047
1680894393.5002716,829,54.711788177490234
1680895136.6729448,832,53.33998489379883
1680895384.4082603,833,54.14569854736328
1680895880.1809888,835,54.28445053100586
1680896127.9187567,836,53.60390853881836
1680896375.6960647,837,53.86330032348633
1680896871.1248055,839,53.617671966552734
1680897118.922251,840,53.55262756347656
1680898110.046188,844,54.07636260986328
1680898605.476338,846,53.30711364746094
1680898853.37034,847,53.5233039855957
1680899100.9956894,848,52.81681442260742
1680899348.8192844,849,54.240509033203125
1680899845.1015224,851,54.388912200927734
1680900092.8955417,852,53.87641143798828
1680900340.6931853,853,54.132904052734375
1680900588.530844,854,54.18688201904297
1680901084.0648448,856,54.336463928222656
1680901579.436162,858,54.00456237792969
1680902074.9082294,860,54.19171142578125
1680902322.7926328,861,53.82744598388672
1680902570.5122821,862,53.63748550415039
1680902818.3175793,863,53.70741271972656
1680903066.079864,864,54.08089828491211
1680904057.1759326,868,54.38508224487305
1680904304.997798,869,53.7847785949707
1680904552.7908642,870,54.31935501098633
1680904802.0486522,871,54.53556442260742
1680905545.5712748,874,53.786354064941406
1680905793.450617,875,54.64262390136719
1680906041.204016,876,53.740474700927734
1680906288.875262,877,54.417877197265625
1680906536.6372747,878,53.1027946472168
1680907032.1006448,880,54.09100341796875
1680907279.7360528,881,55.12446975708008
1680907527.43687,882,53.296653747558594
1680907775.138725,883,53.707340240478516
1680908270.4845352,885,54.077415466308594
1680908765.7801926,887,53.29499816894531
1680909013.6859765,888,53.718814849853516
1680909261.4223824,889,52.418819427490234
1680909509.209456,890,54.31690216064453
1680909756.8901258,891,53.647254943847656
1680910252.3715239,893,54.266624450683594
1680910499.941769,894,53.55249786376953
1680910747.5339115,895,54.393470764160156
1680911242.5934215,897,53.752506256103516
1680911490.040912,898,54.09749221801758
1680911985.0016139,900,54.00819778442383
1680912233.3188987,901,54.37339401245117
1680913222.6558087,905,52.971168518066406
1680913469.8385565,906,53.66979217529297
1680913964.4255683,908,53.22378921508789
1680914211.79487,909,54.073429107666016
1680914459.048305,910,53.4397087097168
1680914706.2515163,911,52.817752838134766
1680914953.5250592,912,54.084861755371094
1680915200.8321557,913,53.96824264526367
1680915448.1525178,914,53.97003936767578
1680915942.7849212,916,54.64264678955078
1680916190.0712802,917,53.81220626831055
1680916437.4405434,918,53.88090896606445
1680917179.3133638,921,53.55497360229492
1680917426.6882815,922,53.3012580871582
1680917674.1114657,923,54.62989807128906
1680917921.2799277,924,53.42696762084961
1680918416.0452428,926,53.9733772277832
1680919899.5438724,932,54.20322036743164
1680920146.9629266,933,52.55556106567383
1680920394.30724,934,54.626277923583984
1680920888.841114,936,53.93008804321289
1680921877.842918,940,54.14380645751953
1680922619.6266506,943,53.42246627807617
1680923361.5625105,946,53.10651779174805
1680924103.339603,949,53.71332550048828
1680924350.748707,950,54.2719841003418
1680924846.6489666,952,53.31299591064453
1680925093.9556642,953,54.311004638671875
1680925341.399764,954,53.691261291503906
1680925588.7258363,955,53.97773742675781
1680926083.4606097,957,52.95598220825195
1680926330.8481965,958,54.003570556640625
1680926578.155413,959,54.361488342285156
1680926825.5885239,960,53.49116516113281
1680927073.290977,961,53.9637451171875
1680927320.855037,962,54.28079605102539
1680927568.1735628,963,54.0449104309082
1680927815.6257899,964,53.96548080444336
1680928062.9439998,965,52.961978912353516
1680928557.6754777,967,53.2371711730957
1680928805.074485,968,53.43646240234375
1680929299.576092,970,52.846675872802734
1680929794.2728748,972,52.99949645996094
1680930041.6419556,973,53.70592498779297
1680930536.317299,975,53.86012268066406
1680931031.1842227,977,52.84978103637695
1680931278.5454576,978,53.62287521362305
1680931525.9202452,979,53.95074462890625
1680931773.384675,980,53.811988830566406
1680932515.5173695,983,53.653263092041016
1680932762.97389,984,53.201698303222656
1680933010.482219,985,54.52287292480469
1680933257.8045783,986,53.046852111816406
1680933752.7949662,988,53.45294189453125
1680934000.2367623,989,54.092899322509766
1680934495.2559783,991,53.37053298950195
1680935979.6006227,997,53.24589920043945
1680936226.9239025,998,53.052024841308594
1680936721.855313,1000,53.18205642700195
1680936969.9838445,1001,54.13334655761719
1680937464.6930232,1003,53.23258972167969
1680937711.8764648,1004,53.634666442871094
1680937959.5010827,1005,52.76974868774414
1680938206.9664693,1006,53.253211975097656
